pack_name,category_slot,category_key,category_name,category_color,question,option_a,option_b,option_c,option_d,correct
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se celebra el torneo The Ashes entre Inglaterra y Australia?",Rugby,Cricket,Tenis,"Hockey sobre hierba",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué equipo ganó la primera Copa de Europa de fútbol en 1956?","Real Madrid",Benfica,"AC Milan","Stade de Reims",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba de atletismo incluye diez disciplinas?",Heptatlón,Decatlón,Pentatlón,Triatlón,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cómo se llama en golf un resultado de un golpe bajo par en un hoyo?",Bogey,Birdie,"Eagle doble",Par,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué ficha del ajedrez comienza en las esquinas del tablero?","La torre","El caballo","El alfil","La dama",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué deportista española ganó el oro olímpico de bádminton individual en Río 2016?","Lydia Valentín","Carolina Marín","Mireia Belmonte","Maialen Chourraut",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué competición de vela ganó el Australia II en 1983, terminando 132 años de dominio estadounidense?","Copa América","Volvo Ocean Race","Vendée Globe",Sydney-Hobart,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país ganó el primer Mundial de rugby en 1987?",Australia,Sudáfrica,"Nueva Zelanda",Inglaterra,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué mano supera a una escalera en la clasificación estándar del póquer?",Trío,"Doble pareja",Pareja,Color,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte destacó la española Blanca Fernández Ochoa?","Patinaje artístico",Snowboard,"Esquí alpino","Esquí de fondo",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué equipo de la NBA juega en el Madison Square Garden?","Brooklyn Nets","New York Knicks","Boston Celtics","Chicago Bulls",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos puntos vale un ensayo en rugby union antes de la transformación?",3,6,5,7,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba ciclista italiana identifica a su líder con la maglia rosa?","Milán-San Remo","Giro de Italia",Tirreno-Adriático,"Strade Bianche",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego abstracto se disputa tradicionalmente sobre una cuadrícula de 19 por 19 líneas?",Go,Xiangqi,Shogi,Mancala,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué boxeador fue conocido como «The Greatest» y nació con el nombre Cassius Clay?","Joe Frazier","George Foreman","Muhammad Ali","Sonny Liston",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país organizó los primeros Juegos Olímpicos modernos?",Francia,Grecia,"Reino Unido",Italia,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué única pieza de ajedrez puede realizar el enroque junto al rey?","La dama","El alfil","La torre","El caballo",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se usa una piedra de granito y escobas sobre hielo?",Curling,Bandy,Skeleton,"Hockey sobre hielo",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué piloto brasileño ganó tres campeonatos mundiales de Fórmula 1 y murió en Imola en 1994?","Nelson Piquet","Emerson Fittipaldi","Ayrton Senna","Rubens Barrichello",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué futbolista marcó el gol conocido como «la Mano de Dios»?",Pelé,"Mario Kempes","Jorge Valdano","Diego Maradona",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántas casillas tiene un tablero de ajedrez?",49,64,81,100,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué competición enfrenta a selecciones europeas de rugby en un torneo anual de seis participantes?","Seis Naciones","Rugby Championship","Copa de Campeones","United Rugby Championship",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué atleta checo ganó las pruebas de 5.000 metros, 10.000 metros y maratón en Helsinki 1952?","Ron Clarke","Abebe Bikila","Kipchoge Keino","Emil Zátopek",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de cartas español se disputa habitualmente por parejas y tiene lances de grande, chica, pares y juego?",Mus,Tute,Brisca,"Siete y media",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué país ganó la primera Copa Mundial femenina de fútbol en 1991?",Noruega,"Estados Unidos",Alemania,China,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se utiliza el término scrum?","Fútbol americano",Hockey,Rugby,Cricket,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué ciclista español ganó cinco Tours de Francia consecutivos?","Pedro Delgado","Luis Ocaña","Alberto Contador","Miguel Induráin",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de mesa tiene territorios como Kamchatka, Siam y Madagascar?",Risk,Diplomacy,Catán,Hotel,0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué prueba ganó Mireia Belmonte el oro olímpico en Río 2016?","400 metros estilos","800 metros libre","200 metros mariposa","200 metros espalda",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué competición de tenis se juega sobre tierra batida en París?","Roland Garros","Abierto de Australia",Wimbledon,"Abierto de Estados Unidos",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué pieza de shogi puede volver al juego después de ser capturada?","Solo los peones","Solo las piezas promovidas","Ninguna pieza","Cualquier pieza capturada salvo el rey",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué futbolista español marcó el gol de la final del Mundial de 2010?","David Villa","Xavi Hernández","Fernando Torres","Andrés Iniesta",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuál es la puntuación máxima posible con tres dardos en una ronda estándar?",150,180,170,200,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué caballo ganó la Triple Corona estadounidense de 1973?",Secretariat,Seabiscuit,"Man o’ War","American Pharoah",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de tablero creado por Klaus Teuber gira en torno a construir poblados y comerciar recursos?",Carcassonne,Agrícola,Catán,"Puerto Rico",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte fue campeón mundial el español Javier Fernández?","Patinaje de velocidad","Patinaje artístico","Gimnasia artística","Esquí acrobático",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué carrera ciclista de un día es conocida como «El Infierno del Norte»?",Lieja-Bastoña-Lieja,"Tour de Flandes",París-Roubaix,"Giro de Lombardía",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección masculina de baloncesto ganó el Mundial de 2006?","Estados Unidos",Grecia,Argentina,España,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Cuántos números contiene un cartón estándar del bingo de 90 bolas?",9,18,15,27,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué modalidad de esquí se combinan salto y esquí de fondo?",Biatlón,"Esquí alpino","Combinada nórdica","Esquí acrobático",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué tenista completó en 1969 el último Grand Slam masculino en un año natural?","Björn Borg","Pete Sampras","Roy Emerson","Rod Laver",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de naipes tiene bazas, triunfos y una pareja llamada las cuarenta cuando es rey y caballo del triunfo?",Brisca,Mus,Escoba,Tute,3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección ganó el primer Campeonato Mundial de baloncesto masculino en 1950?","Estados Unidos",Argentina,Brasil,Yugoslavia,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué deportista rumana obtuvo el primer 10 perfecto de la gimnasia olímpica?","Nadia Comăneci","Ecaterina Szabo","Simona Amânar","Daniela Silivaș",0
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué modalidad de escalada olímpica consiste en resolver vías cortas sin cuerda sobre colchonetas?",Velocidad,Búlder,Dificultad,"Escalada alpina",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué torneo de golf se celebra en Augusta National?","Abierto de Estados Unidos","Open Championship","PGA Championship","Masters de Augusta",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué juego se emplea un cubilete con cinco dados y combinaciones como full y póquer?",Backgammon,Dominó,Cribbage,"Póquer de dados",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué piloto español popularizó la expresión «12+1» para referirse a sus trece títulos mundiales?","Jorge Lorenzo","Ángel Nieto","Dani Pedrosa","Álex Crivillé",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué selección ganó la primera Eurocopa masculina, disputada en 1960?",Yugoslavia,"Unión Soviética",España,Francia,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿En qué deporte se disputa el trofeo Vince Lombardi?",Béisbol,Baloncesto,"Hockey sobre hielo","Fútbol americano",3
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego de estrategia tiene como objetivo dar jaque mate al rey rival?",Go,Damas,Ajedrez,"Xiangqi sin rey",2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué español ganó el Tour de Francia de 1973?","Federico Martín Bahamontes","Luis Ocaña","Pedro Delgado","Miguel Induráin",1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué prueba de hípica combina doma, campo a través y salto de obstáculos?","Doma clásica","Concurso completo",Raid,Volteo,1
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué plato valenciano se cocina tradicionalmente en una paella ancha y poco profunda?","Fabada asturiana","Cocido madrileño","Paella valenciana",Marmitako,2
Clasico,1,sports,"Deportes y ocio",#f2994a,"¿Qué juego consiste en retirar bloques de una torre y colocarlos arriba sin derribarla?",Mikado,Dobble,Jenga,Twister,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Australia?",Sídney,Canberra,Melbourne,Perth,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río atraviesa la ciudad de París?",Loira,Sena,Ródano,Garona,1
Clasico,2,geography,Geografia,#2f80ed,"¿En qué continente se encuentra el desierto del Kalahari?",Asia,"América del Sur",África,Oceanía,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué cordillera separa España de Francia?",Pirineos,Alpes,Cárpatos,Apeninos,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la isla más grande del archipiélago canario?","Gran Canaria",Fuerteventura,Tenerife,Lanzarote,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país tiene forma aproximada de bota en los mapas de Europa?",Grecia,Italia,Croacia,Portugal,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué océano baña la costa occidental de América del Sur?",Atlántico,Pacífico,Índico,Ártico,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Canadá?",Toronto,Montreal,Vancouver,Ottawa,3
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentra la ciudad de Marrakech?",Túnez,Argelia,Egipto,Marruecos,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué mar separa Europa de África?",Mediterráneo,Negro,Rojo,Caspio,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Galicia?","Santiago de Compostela","A Coruña",Vigo,Lugo,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río pasa por Zaragoza?",Ebro,Tajo,Duero,Guadalquivir,0
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentran las ruinas de Petra?",Líbano,Siria,Jordania,Israel,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Argentina?",Córdoba,Rosario,Mendoza,"Buenos Aires",3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué estrecho separa España de Marruecos?",Bósforo,Dardanelos,Gibraltar,Mesina,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la montaña más alta de África?",Kilimanjaro,"Monte Kenia",Toubkal,"Ras Dashen",0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país europeo tiene a Reikiavik como capital?",Noruega,Islandia,Finlandia,Dinamarca,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río atraviesa Londres?",Támesis,Severn,Mersey,Tyne,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Japón?",Kioto,Tokio,Osaka,Nagoya,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué comunidad autónoma española tiene a Mérida como capital?",Andalucía,Extremadura,"Castilla-La Mancha","Región de Murcia",1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país ocupa la franja occidental de la península ibérica y comparte con España su frontera terrestre más larga?",Francia,Italia,Portugal,Marruecos,2
Clasico,2,geography,Geografia,#2f80ed,"¿En qué cordillera se encuentra el Everest?",Himalaya,Karakórum,"Hindu Kush",Pamir,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río forma gran parte de la frontera entre México y Estados Unidos?",Colorado,Misisipi,"Río Bravo",Yukón,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Nueva Zelanda?",Auckland,Christchurch,Wellington,Hamilton,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país africano está completamente rodeado por Sudáfrica?",Esuatini,Lesoto,Botsuana,Namibia,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué mar baña la costa oriental de la península ibérica?",Mediterráneo,Cantábrico,"Mar del Norte",Adriático,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Turquía?",Estambul,Ankara,Esmirna,Bursa,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río desemboca en el mar Negro formando un gran delta entre Rumanía y Ucrania?",Danubio,Dniéper,Don,Dniéster,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué isla mediterránea pertenece a Francia?",Cerdeña,Sicilia,Córcega,Creta,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de la provincia española de Guipúzcoa?",Bilbao,Vitoria-Gasteiz,Pamplona,"San Sebastián",3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país tiene a Addis Abeba como capital?",Etiopía,Eritrea,Somalia,Sudán,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué lago comparten Perú y Bolivia?",Titicaca,Poopó,Maracaibo,Atitlán,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es el río más largo de la península ibérica?",Ebro,Duero,Guadiana,Tajo,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué archipiélago ecuatoriano inspiró estudios de Charles Darwin?",Galápagos,"Juan Fernández",Malvinas,Aleutianas,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Eslovenia?",Bratislava,Zagreb,Liubliana,Sarajevo,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país asiático tiene una costa en el Mediterráneo y otra en el mar Rojo?",Israel,Líbano,Siria,Jordania,0
Clasico,2,geography,Geografia,#2f80ed,"¿En qué provincia española se encuentra la Alhambra?",Córdoba,Granada,Jaén,Almería,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué canal une el mar Mediterráneo con el mar Rojo?","Canal de Panamá","Canal de Suez","Canal de Corinto","Canal de Kiel",1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Brasil?",Brasilia,"Río de Janeiro","São Paulo",Salvador,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país tiene la mayor parte del desierto de Atacama?",Perú,Bolivia,Argentina,Chile,3
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentra el cosmódromo de Baikonur?",Kazajistán,Uzbekistán,Turkmenistán,Kirguistán,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río europeo atraviesa Viena, Bratislava, Budapest y Belgrado?",Rin,Elba,Vístula,Danubio,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país ocupa la mayor parte de la península de Jutlandia?",Suecia,Dinamarca,Noruega,Alemania,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de la Región de Murcia?",Cartagena,Lorca,Caravaca,Murcia,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué mar interior limita con Kazajistán, Rusia, Azerbaiyán, Irán y Turkmenistán?","Mar de Aral","Mar Caspio","Mar Negro","Mar Muerto",1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país africano tiene por capital Nairobi?",Kenia,Tanzania,Uganda,Ruanda,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué cabo marca el punto más meridional de África?","Cabo de Buena Esperanza","Cabo Verde","Cabo de las Agujas","Cabo Guardafui",2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Lituania?",Riga,Tallin,Kaunas,Vilna,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río atraviesa Roma?",Arno,Po,Adigio,Tíber,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué isla española contiene la sierra de Tramontana?",Menorca,Ibiza,Mallorca,Formentera,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital administrativa de Sudáfrica?","Ciudad del Cabo",Bloemfontein,Pretoria,Johannesburgo,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país sudamericano no tiene salida al mar y limita con Brasil, Argentina y Bolivia?",Uruguay,Paraguay,Ecuador,Guyana,1
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentra la región histórica de Transilvania?",Hungría,Rumanía,Bulgaria,Serbia,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Mongolia?",Astaná,Dusambé,"Ulán Bator",Ereván,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río español desemboca en Oporto?",Duero,Miño,Tajo,Guadiana,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué estrecho comunica el mar Negro con el mar de Mármara?",Dardanelos,Ormuz,Kerch,Bósforo,3
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Costa Rica?","San Salvador",Managua,"San José",Tegucigalpa,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país tiene una hoja de arce en su bandera?",Austria,Canadá,Líbano,Japón,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la cumbre más alta de la península ibérica?",Aneto,Veleta,Teide,Mulhacén,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país insular tiene a Antananarivo como capital?",Mauricio,Seychelles,Comoras,Madagascar,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué mar se encuentra entre la península arábiga y el nordeste de África?","Mar Arábigo","Golfo Pérsico","Mar Rojo","Mar Caspio",2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Navarra?",Tudela,Pamplona,Estella,Olite,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río atraviesa Praga?",Moldava,Elba,Oder,Morava,0
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentra el monte Fuji?",China,"Corea del Sur",Japón,Nepal,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Vietnam?","Ciudad Ho Chi Minh","Da Nang",Hanói,Hué,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país europeo tiene frontera terrestre con España en los Pirineos y no pertenece a la Unión Europea?",Portugal,Francia,Mónaco,Andorra,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué desierto se extiende por Mongolia y China?",Taklamakán,Karakum,Gobi,Thar,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Croacia?",Split,Dubrovnik,Zagreb,Rijeka,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río pasa por Sevilla?",Guadalquivir,Guadiana,Genil,Segura,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país posee la isla de Zanzíbar?",Tanzania,Kenia,Mozambique,Madagascar,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Suiza?",Berna,Zúrich,Ginebra,Basilea,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué línea imaginaria atraviesa Ecuador y da nombre al país?","El trópico de Capricornio","El ecuador terrestre","El meridiano de Greenwich","El trópico de Cáncer",1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué isla está dividida políticamente entre Haití y República Dominicana?","Puerto Rico","La Española",Jamaica,Cuba,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Bután?",Katmandú,Daca,Paro,Timbu,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río forma las cataratas Victoria en la frontera de Zambia y Zimbabue?",Congo,Zambeze,Limpopo,"Nilo Azul",1
Clasico,2,geography,Geografia,#2f80ed,"¿En qué comunidad autónoma española se encuentran las Bardenas Reales?",Aragón,"La Rioja","Castilla y León",Navarra,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país tiene como capital Puerto Moresby?",Fiyi,Samoa,"Islas Salomón","Papúa Nueva Guinea",3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué cordillera recorre la costa occidental de América del Sur?",Rocosas,Andes,Apalaches,"Sierra Madre",1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Estonia?",Riga,Vilna,Tallin,Tartu,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué golfo separa Irán de la península arábiga?","Golfo de Adén","Golfo de Omán","Golfo de Aqaba","Golfo Pérsico",3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué provincia española contiene el parque nacional de las Tablas de Daimiel?",Toledo,"Ciudad Real",Cuenca,Albacete,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Senegal?",Dakar,Bamako,Conakri,Banjul,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué estrecho separa la isla de Tierra del Fuego del continente sudamericano?","Paso de Drake","Canal de Beagle","Estrecho de Le Maire","Estrecho de Magallanes",3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país balcánico tiene a Skopie como capital?",Albania,Montenegro,"Macedonia del Norte",Kosovo,2
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la isla más extensa del mar Mediterráneo?",Sicilia,Cerdeña,Chipre,Córcega,0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río constituye parte de la frontera entre Alemania y Polonia?",Óder,Elba,Rin,Vístula,0
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Kirguistán?",Dusambé,Biskek,Taskent,Asjabad,1
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país contiene la región de Capadocia?",Grecia,Georgia,Armenia,Turquía,3
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es el pico más alto de los Pirineos?","Monte Perdido",Posets,Aneto,Vignemale,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué ciudad se asienta en dos continentes a ambos lados del Bósforo?",Atenas,Estambul,Esmirna,Salónica,1
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Belice?","Ciudad de Belice",Guatemala,Belmopán,"San Pedro Sula",2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué corriente oceánica contribuye a suavizar el clima de Europa occidental?","Corriente de Humboldt","Corriente de Benguela","Corriente de Canarias","Corriente del Golfo",3
Clasico,2,geography,Geografia,#2f80ed,"¿En qué país se encuentra el salar de Uyuni?",Chile,Argentina,Perú,Bolivia,3
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Burkina Faso?",Yamusukro,Lomé,Uagadugú,Niamey,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué río nace en la Selva Negra y desemboca en el mar Negro?",Rin,Ródano,Danubio,Elba,2
Clasico,2,geography,Geografia,#2f80ed,"¿Qué isla del archipiélago balear es la más septentrional?",Mallorca,Ibiza,Formentera,Menorca,3
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Myanmar?",Rangún,Mandalay,Bagán,Naipyidó,3
Clasico,2,geography,Geografia,#2f80ed,"¿Qué país africano está atravesado por el ecuador y tiene Libreville como capital?",Gabón,Camerún,"Guinea Ecuatorial","República del Congo",0
Clasico,2,geography,Geografia,#2f80ed,"¿Qué sistema montañoso español separa la Meseta Norte de la Meseta Sur?","Sistema Ibérico","Cordillera Cantábrica","Sierra Morena","Sistema Central",3
Clasico,2,geography,Geografia,#2f80ed,"¿Cuál es la capital de Laos?","Luang Prabang",Vientián,"Nom Pen",Hanói,1
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién escribió «Don Quijote de la Mancha»?","Lope de Vega","Miguel de Cervantes","Francisco de Quevedo","Benito Pérez Galdós",1
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién pintó «Las meninas»?","Diego Velázquez","Francisco de Goya","El Greco","Bartolomé Esteban Murillo",0
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué poeta escribió «Romancero gitano»?","Antonio Machado","Rafael Alberti","Federico García Lorca","Miguel Hernández",2
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién esculpió el «David» de mármol conservado en Florencia?",Donatello,Bernini,Rodin,"Miguel Ángel",3
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué novela comienza con la familia Buendía en Macondo?","La casa de los espíritus","Pedro Páramo","Cien años de soledad",Rayuela,2
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién compuso la Novena Sinfonía conocida por incluir la «Oda a la alegría»?","Ludwig van Beethoven","Wolfgang Amadeus Mozart","Johannes Brahms","Franz Schubert",0
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué pintor malagueño fue coautor de «Las señoritas de Aviñón»?","Pablo Picasso","Juan Gris","Joan Miró","Salvador Dalí",0
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién escribió la tragedia «Hamlet»?","Christopher Marlowe","Ben Jonson","John Webster","William Shakespeare",3
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué arquitecto diseñó la Casa Milà de Barcelona?","Lluís Domènech i Montaner","Josep Puig i Cadafalch","Antoni Gaudí","Rafael Moneo",2
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué pintor neerlandés realizó «La noche estrellada»?","Vincent van Gogh",Rembrandt,"Johannes Vermeer","Piet Mondrian",0
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Quién escribió «La Regenta»?","Leopoldo Alas «Clarín»","Emilia Pardo Bazán","José María de Pereda","Juan Valera",0
Clasico,3,art,"Arte y literatura",#8b5a2b,"¿Qué escultor creó «El pensador»?","Auguste Rodin","Constantin Brâncuși","Alberto Giacometti","Henry Moore",0
